Castle Name,Latitude,Longitude,Google Maps Link,Wikipedia Link
Castelo de Celorico da Beira,40.63583333,-7.39333333,"https://www.google.com/maps?q=40.63583333,-7.39333333",https://pt.wikipedia.org/wiki/Castelo_de_Celorico_da_Beira
Figueira de Castelo Rodrigo,40.9,-6.9666666666667,"https://www.google.com/maps?q=40.9,-6.9666666666667",https://pt.wikipedia.org/wiki/Figueira_de_Castelo_Rodrigo
Castelo de Linhares,40.54138889,-7.46111111,"https://www.google.com/maps?q=40.54138889,-7.46111111",https://pt.wikipedia.org/wiki/Castelo_de_Linhares
Castelo de Longroiva,40.96388889,-7.20861111,"https://www.google.com/maps?q=40.96388889,-7.20861111",https://pt.wikipedia.org/wiki/Castelo_de_Longroiva
Castelo Mendo,40.594193,-6.951385,"https://www.google.com/maps?q=40.594193,-6.951385",https://pt.wikipedia.org/wiki/Castelo_Mendo
Castelo de Marialva,40.91348,-7.231564,"https://www.google.com/maps?q=40.91348,-7.231564",https://pt.wikipedia.org/wiki/Castelo_de_Marialva
Castelo de Moreira de Rei,40.82817778,-7.32062778,"https://www.google.com/maps?q=40.82817778,-7.32062778",https://pt.wikipedia.org/wiki/Castelo_de_Moreira_de_Rei
Figueira de Castelo Rodrigo,40.9,-6.9666666666667,"https://www.google.com/maps?q=40.9,-6.9666666666667",https://pt.wikipedia.org/wiki/Figueira_de_Castelo_Rodrigo
Castelo de Numão,41.09972222,-7.29,"https://www.google.com/maps?q=41.09972222,-7.29",https://pt.wikipedia.org/wiki/Castelo_de_Num%C3%A3o
Castelo de Ranhados,40.993519,-7.331245,"https://www.google.com/maps?q=40.993519,-7.331245",https://pt.wikipedia.org/wiki/Castelo_de_Ranhados
Castelo de Sortelha,40.32916667,-7.21694444,"https://www.google.com/maps?q=40.32916667,-7.21694444",https://pt.wikipedia.org/wiki/Castelo_de_Sortelha
Colmeal,40.855502,-7.015113,"https://www.google.com/maps?q=40.855502,-7.015113",https://pt.wikipedia.org/wiki/Colmeal_(Figueira_de_Castelo_Rodrigo)
Torre do Terrenho,40.888888888889,-7.3594444444444,"https://www.google.com/maps?q=40.888888888889,-7.3594444444444",https://pt.wikipedia.org/wiki/Torre_do_Terrenho
Castelo de Trancoso,40.77916667,-7.3475,"https://www.google.com/maps?q=40.77916667,-7.3475",https://pt.wikipedia.org/wiki/Castelo_de_Trancoso
Castelo de Vila do Touro,40.4182739257813,-7.10652494430542,"https://www.google.com/maps?q=40.4182739257813,-7.10652494430542",https://pt.wikipedia.org/wiki/Castelo_de_Vila_do_Touro
Praça-forte de Almeida,40.72585,-6.90583333,"https://www.google.com/maps?q=40.72585,-6.90583333",https://pt.wikipedia.org/wiki/Pra%C3%A7a-forte_de_Almeida
Figueira de Castelo Rodrigo,40.9,-6.9666666666667,"https://www.google.com/maps?q=40.9,-6.9666666666667",https://pt.wikipedia.org/wiki/Figueira_de_Castelo_Rodrigo
